feature,importance
es_mantenimiento,1.8640747944824791
tipo_incidencia,1.2083901593304893
cliente,0.636468591257435
tiempo_resolucion,0.24440387879751557
dia_semana,0.11070943886792967
tickets_por_cliente,0.02712220362105085
